Grant.Application.ID,Grant.Status,Sponsor.Code,Grant.Category.Code,Contract.Value.Band...see.note.A,RFCD.Code.1,RFCD.Percentage.1,RFCD.Code.2,RFCD.Percentage.2,RFCD.Code.3,RFCD.Percentage.3,RFCD.Code.4,RFCD.Percentage.4,RFCD.Code.5,RFCD.Percentage.5,SEO.Code.1,SEO.Percentage.1,SEO.Code.2,SEO.Percentage.2,SEO.Code.3,SEO.Percentage.3,SEO.Code.4,SEO.Percentage.4,SEO.Code.5,SEO.Percentage.5,Person.ID.1,Role.1,Year.of.Birth.1,Country.of.Birth.1,Home.Language.1,Dept.No..1,Faculty.No..1,With.PHD.1,No..of.Years.in.Uni.at.Time.of.Grant.1,Number.of.Successful.Grant.1,Number.of.Unsuccessful.Grant.1,A..1,A.1,B.1,C.1
6647,0,24D,30B,,380107.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750307.0,40.0,750312.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,28797.0,CHIEF_INVESTIGATOR,1970.0,Australia,,2768.0,25.0,Yes ,>=0 to 5,6.0,13.0,0.0,0.0,0.0,1.0
2672,1,2B,10A,C ,260502.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770102.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75447.0,CHIEF_INVESTIGATOR,1935.0,Australia,,2103.0,19.0,,>=0 to 5,1.0,0.0,15.0,12.0,10.0,2.0
4204,1,4D,10A,E ,321013.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730104.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78922.0,CHIEF_INVESTIGATOR,1955.0,Australia,,2578.0,25.0,,>=0 to 5,0.0,1.0,0.0,14.0,6.0,0.0
4835,0,21A,50A,A ,300604.0,30.0,280109.0,30.0,279901.0,40.0,0.0,0.0,0.0,0.0,620303.0,30.0,770101.0,40.0,770201.0,30.0,0.0,0.0,0.0,0.0,111197.0,CHIEF_INVESTIGATOR,1970.0,Western Europe,Other,1098.0,1.0,,Less than 0,0.0,1.0,1.0,2.0,0.0,0.0
6149,0,4D,10A,G ,321012.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730201.0,25.0,730219.0,50.0,730213.0,25.0,0.0,0.0,0.0,0.0,73942.0,CHIEF_INVESTIGATOR,1950.0,Australia,,2728.0,25.0,Yes ,>10 to 15,3.0,1.0,7.0,17.0,5.0,5.0
521,1,2B,10A,D ,270401.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770703.0,50.0,770903.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,31322.0,CHIEF_INVESTIGATOR,1975.0,Australia,,3028.0,31.0,Yes ,>=0 to 5,1.0,0.0,0.0,0.0,0.0,0.0
7661,0,2B,10A,,280302.0,40.0,280304.0,30.0,230118.0,30.0,0.0,0.0,0.0,0.0,700102.0,50.0,700103.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,66107.0,CHIEF_INVESTIGATOR,1960.0,New Zealand,,2163.0,19.0,Yes ,more than 15,2.0,0.0,4.0,7.0,14.0,0.0
1780,0,90B,30D,C ,321003.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730106.0,50.0,730105.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,136607.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2828.0,25.0,,>=0 to 5,0.0,1.0,1.0,2.0,1.0,0.0
6575,0,32D,30B,B ,320401.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730108.0,35.0,730101.0,35.0,730113.0,20.0,730206.0,5.0,730203.0,5.0,117462.0,CHIEF_INVESTIGATOR,1965.0,Great Britain,,1258.0,34.0,Yes ,>=0 to 5,1.0,6.0,1.0,7.0,1.0,2.0
7331,1,21A,50A,A ,300504.0,30.0,270106.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,730102.0,40.0,730108.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,936352.0,CHIEF_INVESTIGATOR,1980.0,,,2628.0,25.0,Yes ,>=0 to 5,1.0,1.0,0.0,0.0,0.0,0.0
7761,0,2B,10A,,270205.0,50.0,270499.0,30.0,300302.0,20.0,0.0,0.0,0.0,0.0,780105.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162462.0,CHIEF_INVESTIGATOR,1970.0,Australia,,3258.0,31.0,Yes ,>=0 to 5,0.0,2.0,7.0,1.0,0.0,0.0
4844,1,66B,30B,C ,339999.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740301.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27782.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2298.0,46.0,Yes ,>5 to 10,1.0,0.0,0.0,2.0,1.0,1.0
247,1,34B,30C,A ,320207.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730114.0,50.0,730102.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,12957.0,CHIEF_INVESTIGATOR,1965.0,Great Britain,,2603.0,25.0,Yes ,>5 to 10,1.0,6.0,10.0,6.0,8.0,1.0
1852,0,34B,30C,A ,,,,,,,,,,,,,,,,,,,,,68472.0,PRINCIPAL_SUPERVISOR,1955.0,Australia,,1033.0,1.0,,Less than 0,0.0,1.0,0.0,7.0,9.0,0.0
7357,1,21A,50A,A ,270708.0,70.0,310106.0,15.0,270704.0,15.0,0.0,0.0,0.0,0.0,770503.0,50.0,680201.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,786607.0,CHIEF_INVESTIGATOR,1955.0,Australia,,,,Yes ,,1.0,1.0,0.0,0.0,1.0,2.0
6664,1,32D,30B,C ,321015.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730114.0,40.0,730105.0,40.0,730202.0,20.0,0.0,0.0,0.0,0.0,9342.0,CHIEF_INVESTIGATOR,1950.0,,,,,,,0.0,0.0,1.0,9.0,5.0,2.0
5068,1,21A,50A,A ,280204.0,40.0,280203.0,30.0,291599.0,30.0,0.0,0.0,0.0,0.0,700103.0,33.0,730211.0,33.0,780101.0,34.0,0.0,0.0,0.0,0.0,76757.0,CHIEF_INVESTIGATOR,1975.0,Australia,,2153.0,19.0,Yes ,>=0 to 5,1.0,0.0,3.0,2.0,0.0,0.0
6836,1,256D,30D,B ,291704.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700302.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28232.0,CHIEF_INVESTIGATOR,1965.0,Australia,English,2153.0,19.0,Yes ,>5 to 10,2.0,0.0,9.0,5.0,1.0,4.0
1534,1,34B,30C,A ,270503.0,20.0,270601.0,40.0,270603.0,40.0,0.0,0.0,0.0,0.0,780105.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64867.0,PRINCIPAL_SUPERVISOR,1945.0,Australia,,3268.0,31.0,Yes ,>10 to 15,2.0,0.0,4.0,26.0,8.0,5.0
1471,1,56D,20A,A ,321020.0,50.0,280199.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,89742.0,CHIEF_INVESTIGATOR,1975.0,Australia,English,4153.0,64.0,,,0.0,0.0,0.0,0.0,0.0,0.0
1664,0,60D,30D,I ,321021.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730211.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65387.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2558.0,25.0,Yes ,>10 to 15,0.0,2.0,2.0,7.0,14.0,1.0
1072,0,2B,10A,,270701.0,40.0,300803.0,30.0,300801.0,30.0,0.0,0.0,0.0,0.0,770805.0,40.0,770803.0,30.0,760203.0,30.0,0.0,0.0,0.0,0.0,4702.0,CHIEF_INVESTIGATOR,1960.0,Australia,,1033.0,1.0,Yes ,>5 to 10,0.0,1.0,8.0,7.0,6.0,0.0
1871,0,59C,10A,G ,,,,,,,,,,,,,,,,,,,,,39647.0,CHIEF_INVESTIGATOR,1970.0,Australia,,2163.0,19.0,Yes ,>=0 to 5,1.0,2.0,1.0,15.0,6.0,6.0
4712,0,56D,30C,A ,290501.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720502.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77637.0,CHIEF_INVESTIGATOR,1970.0,Asia Pacific,,2178.0,19.0,Yes ,>5 to 10,0.0,1.0,8.0,3.0,5.0,1.0
4058,1,,,,250503.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670403.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7597.0,CHIEF_INVESTIGATOR,1955.0,Eastern Europe,English,3048.0,31.0,Yes ,>5 to 10,2.0,0.0,10.0,8.0,13.0,10.0
2519,1,2B,10A,C ,340204.0,60.0,340209.0,20.0,340299.0,20.0,0.0,0.0,0.0,0.0,730217.0,40.0,730219.0,30.0,720299.0,30.0,0.0,0.0,0.0,0.0,34417.0,CHIEF_INVESTIGATOR,1970.0,Australia,,1578.0,13.0,Yes ,>=0 to 5,1.0,0.0,8.0,6.0,1.0,0.0
8149,0,4D,10A,,270103.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730106.0,35.0,730104.0,35.0,730115.0,30.0,0.0,0.0,0.0,0.0,868722.0,CHIEF_INVESTIGATOR,1965.0,Australia,,,,Yes ,,2.0,4.0,4.0,10.0,9.0,1.0
8456,0,2B,10A,,300199.0,40.0,300804.0,40.0,309901.0,20.0,0.0,0.0,0.0,0.0,630103.0,60.0,630205.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,66092.0,CHIEF_INVESTIGATOR,1960.0,Australia,,1033.0,1.0,Yes ,>10 to 15,2.0,5.0,5.0,14.0,4.0,8.0
5346,1,2B,10A,D ,420201.0,70.0,430107.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,751001.0,60.0,750902.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,67582.0,CHIEF_INVESTIGATOR,1955.0,Australia,,528.0,7.0,Yes ,more than 15,1.0,0.0,0.0,1.0,1.0,1.0
6920,0,2B,10A,,270708.0,50.0,270704.0,30.0,300802.0,20.0,0.0,0.0,0.0,0.0,779904.0,40.0,779903.0,30.0,779905.0,30.0,0.0,0.0,0.0,0.0,70832.0,CHIEF_INVESTIGATOR,1955.0,Australia,,3028.0,31.0,Yes ,more than 15,1.0,2.0,18.0,22.0,15.0,4.0
7345,0,21A,50A,A ,320899.0,80.0,320699.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,730112.0,50.0,730214.0,30.0,730114.0,20.0,0.0,0.0,0.0,0.0,330592.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2553.0,25.0,Yes ,>=0 to 5,3.0,4.0,0.0,2.0,0.0,0.0
1290,1,4D,10A,C ,320799.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730104.0,50.0,730299.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,783297.0,CHIEF_INVESTIGATOR,1975.0,,,2538.0,25.0,,>=0 to 5,1.0,0.0,0.0,0.0,0.0,0.0
579,1,4D,10A,E ,320305.0,70.0,320306.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,730108.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74302.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2603.0,25.0,Yes ,>10 to 15,2.0,1.0,1.0,1.0,1.0,0.0
5878,0,24D,30B,B ,320206.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730108.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98222.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2653.0,25.0,,>10 to 15,4.0,4.0,5.0,1.0,0.0,1.0
77,0,40D,30B,,321216.0,50.0,321299.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,730207.0,60.0,730218.0,20.0,730219.0,20.0,0.0,0.0,0.0,0.0,22972.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2523.0,25.0,,Less than 0,0.0,1.0,0.0,2.0,1.0,3.0
4696,1,,,A ,,,,,,,,,,,,,,,,,,,,,75437.0,CHIEF_INVESTIGATOR,1925.0,Australia,,2103.0,19.0,,more than 15,0.0,0.0,0.0,0.0,0.0,0.0
3798,0,4D,10A,,321003.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730203.0,40.0,730106.0,20.0,730213.0,20.0,730214.0,20.0,0.0,0.0,69812.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2813.0,25.0,,>5 to 10,3.0,10.0,13.0,11.0,15.0,2.0
2967,1,,,A ,330107.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740102.0,50.0,740201.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,28262.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2298.0,46.0,Yes ,>5 to 10,0.0,0.0,0.0,2.0,1.0,3.0
8642,1,196D,30B,C ,250301.0,50.0,250104.0,25.0,321015.0,25.0,0.0,0.0,0.0,0.0,670706.0,50.0,730108.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,45462.0,CHIEF_INVESTIGATOR,1945.0,Australia,,3943.0,31.0,,Less than 0,6.0,1.0,42.0,8.0,11.0,1.0
5355,1,2B,10A,E ,250103.0,40.0,291804.0,30.0,290699.0,30.0,0.0,0.0,0.0,0.0,670199.0,40.0,640399.0,30.0,670799.0,30.0,0.0,0.0,0.0,0.0,57272.0,CHIEF_INVESTIGATOR,1975.0,North America,,2053.0,19.0,Yes ,>=0 to 5,4.0,2.0,8.0,9.0,2.0,0.0
2504,1,2B,10A,D ,430101.0,50.0,321204.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,730211.0,50.0,750901.0,40.0,730299.0,10.0,0.0,0.0,0.0,0.0,69612.0,CHIEF_INVESTIGATOR,1965.0,Australia,,653.0,7.0,,Less than 0,0.0,0.0,0.0,3.0,1.0,3.0
2386,0,2B,10A,,300508.0,50.0,270799.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,780105.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69517.0,PRINCIPAL_SUPERVISOR,1950.0,Australia,English,1258.0,34.0,Yes ,more than 15,0.0,2.0,7.0,4.0,9.0,37.0
198,0,169A,20C,,,,,,,,,,,,,,,,,,,,,,46697.0,CHIEF_INVESTIGATOR,1980.0,Australia,English,498.0,7.0,,Less than 0,0.0,1.0,0.0,0.0,0.0,0.0
2573,0,2B,10A,E ,270103.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730108.0,80.0,730106.0,10.0,730105.0,10.0,0.0,0.0,0.0,0.0,79057.0,CHIEF_INVESTIGATOR,1955.0,Australia,,2603.0,25.0,,>5 to 10,1.0,0.0,2.0,2.0,2.0,0.0
5870,0,4D,10A,,321216.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730219.0,25.0,730204.0,25.0,730211.0,25.0,730218.0,25.0,0.0,0.0,70487.0,CHIEF_INVESTIGATOR,1955.0,Australia,,2853.0,25.0,,,2.0,4.0,2.0,6.0,5.0,7.0
5643,0,285A,30D,C ,320702.0,70.0,321399.0,10.0,321021.0,20.0,0.0,0.0,0.0,0.0,730104.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79242.0,CHIEF_INVESTIGATOR,1945.0,Australia,,2768.0,25.0,Yes ,more than 15,0.0,6.0,2.0,11.0,13.0,3.0
6724,0,270B,30D,A ,321004.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730105.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4102.0,CHIEF_INVESTIGATOR,1955.0,Australia,,2948.0,25.0,Yes ,more than 15,0.0,4.0,9.0,16.0,11.0,4.0
6116,0,4D,10A,,320305.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730107.0,10.0,730108.0,50.0,730201.0,40.0,0.0,0.0,0.0,0.0,34737.0,CHIEF_INVESTIGATOR,1970.0,North America,,2603.0,25.0,Yes ,>=0 to 5,6.0,15.0,5.0,8.0,13.0,1.0
1693,0,4D,20C,A ,321201.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730208.0,60.0,730219.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,143452.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2523.0,25.0,Yes ,>=0 to 5,0.0,2.0,0.0,0.0,5.0,0.0
2118,1,73A,30B,A ,270707.0,75.0,270706.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,780105.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104057.0,CHIEF_INVESTIGATOR,1975.0,Australia,,3268.0,31.0,,Less than 0,2.0,0.0,0.0,0.0,0.0,0.0
3801,0,4D,10A,,320401.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730101.0,60.0,730113.0,30.0,730108.0,10.0,0.0,0.0,0.0,0.0,655457.0,CHIEF_INVESTIGATOR,1970.0,Australia,,2628.0,25.0,Yes ,>=0 to 5,0.0,2.0,1.0,4.0,2.0,0.0
6816,0,2B,10A,,260109.0,80.0,260301.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,780104.0,70.0,650103.0,20.0,671401.0,10.0,0.0,0.0,0.0,0.0,1012.0,CHIEF_INVESTIGATOR,1945.0,Australia,English,3123.0,31.0,Yes ,>5 to 10,3.0,1.0,13.0,2.0,15.0,0.0
2067,0,180D,10B,,321208.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730204.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9657.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2923.0,25.0,Yes ,>=0 to 5,2.0,1.0,0.0,8.0,1.0,3.0
6929,0,232D,10B,D ,300403.0,50.0,300204.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,630104.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95677.0,CHIEF_INVESTIGATOR,1945.0,Australia,,1038.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0
1518,1,3C,20C,,321206.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730213.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,726602.0,CHIEF_INVESTIGATOR,1970.0,,,2523.0,25.0,,Less than 0,2.0,0.0,0.0,0.0,0.0,0.0
4064,1,,,,320502.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730102.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9757.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2668.0,25.0,Yes ,>5 to 10,0.0,0.0,11.0,8.0,2.0,3.0
1887,1,,,C ,270802.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730115.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71867.0,CHIEF_INVESTIGATOR,1945.0,Australia,,2578.0,25.0,Yes ,more than 15,3.0,1.0,7.0,21.0,31.0,15.0
4513,1,4D,10A,D ,320405.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730101.0,50.0,730201.0,25.0,730204.0,25.0,0.0,0.0,0.0,0.0,77112.0,CHIEF_INVESTIGATOR,1960.0,Great Britain,,2763.0,25.0,Yes ,>5 to 10,2.0,5.0,16.0,19.0,8.0,1.0
5275,0,2B,10A,,410302.0,40.0,370107.0,30.0,420306.0,30.0,0.0,0.0,0.0,0.0,750701.0,40.0,750299.0,30.0,750399.0,30.0,0.0,0.0,0.0,0.0,82442.0,CHIEF_INVESTIGATOR,1955.0,Australia,,528.0,7.0,Yes ,more than 15,0.0,1.0,0.0,2.0,3.0,2.0
1679,0,62B,10A,B ,320403.0,60.0,320305.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,730104.0,80.0,730101.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,28502.0,CHIEF_INVESTIGATOR,1970.0,New Zealand,,2603.0,25.0,Yes ,>=0 to 5,0.0,1.0,7.0,8.0,5.0,2.0
5845,0,4D,10A,,321019.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730103.0,50.0,730213.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,641012.0,CHIEF_INVESTIGATOR,1975.0,,,2853.0,25.0,,>=0 to 5,0.0,6.0,2.0,4.0,3.0,0.0
5398,0,2B,10A,,380208.0,70.0,420199.0,20.0,420205.0,10.0,0.0,0.0,0.0,0.0,751001.0,60.0,751005.0,30.0,750899.0,10.0,0.0,0.0,0.0,0.0,6502.0,CHIEF_INVESTIGATOR,1940.0,Australia,,653.0,7.0,,>=0 to 5,0.0,2.0,0.0,0.0,1.0,0.0
7062,1,4D,10A,G ,320603.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670403.0,25.0,730101.0,25.0,730106.0,25.0,730203.0,25.0,0.0,0.0,106357.0,CHIEF_INVESTIGATOR,1950.0,Australia,,2668.0,25.0,,>=0 to 5,3.0,4.0,4.0,10.0,6.0,5.0
2340,1,,,A ,430101.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750901.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66752.0,CHIEF_INVESTIGATOR,1965.0,Australia,,653.0,7.0,Yes ,>5 to 10,0.0,0.0,0.0,0.0,1.0,1.0
7464,1,51C,20C,A ,240301.0,40.0,250601.0,30.0,259902.0,30.0,0.0,0.0,0.0,0.0,670899.0,40.0,640104.0,30.0,780102.0,30.0,0.0,0.0,0.0,0.0,4302.0,CHIEF_INVESTIGATOR,1965.0,Australia,,3198.0,31.0,Yes ,>10 to 15,6.0,5.0,2.0,13.0,14.0,10.0
6628,1,34B,30C,A ,321019.0,60.0,321024.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,730114.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93802.0,CHIEF_INVESTIGATOR,1970.0,Australia,,2563.0,25.0,Yes ,>=0 to 5,0.0,5.0,0.0,0.0,6.0,19.0
17,0,1A,10A,,270603.0,33.0,321026.0,33.0,321005.0,34.0,0.0,0.0,0.0,0.0,730116.0,33.0,730204.0,33.0,730215.0,34.0,0.0,0.0,0.0,0.0,1797.0,CHIEF_INVESTIGATOR,1960.0,North America,,2678.0,25.0,Yes ,>5 to 10,2.0,7.0,0.0,8.0,4.0,0.0
3767,0,4D,10A,G ,321208.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730203.0,60.0,730211.0,20.0,730306.0,20.0,0.0,0.0,0.0,0.0,25272.0,CHIEF_INVESTIGATOR,1960.0,Great Britain,,2923.0,25.0,,Less than 0,1.0,4.0,0.0,1.0,7.0,4.0
4861,0,33A,20C,E ,300699.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620399.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71442.0,CHIEF_INVESTIGATOR,1965.0,Australia,,1098.0,1.0,Yes ,>=0 to 5,1.0,2.0,0.0,1.0,3.0,1.0
2003,0,40D,10B,,270106.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730105.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127397.0,CHIEF_INVESTIGATOR,1975.0,Australia,,2713.0,25.0,,,0.0,1.0,0.0,1.0,2.0,0.0
1584,1,5A,30B,,400301.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750299.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9602.0,CHIEF_INVESTIGATOR,1970.0,Australia,,188.0,79.0,,>=0 to 5,1.0,0.0,0.0,0.0,0.0,0.0
8271,0,4D,10A,,321024.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730303.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19082.0,CHIEF_INVESTIGATOR,1970.0,Australia,,2563.0,25.0,Yes ,>5 to 10,1.0,4.0,8.0,5.0,3.0,1.0
3101,0,4D,10A,D ,320202.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730101.0,60.0,730102.0,10.0,670401.0,30.0,0.0,0.0,0.0,0.0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,
5581,1,2B,10A,E ,240101.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780102.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72447.0,CHIEF_INVESTIGATOR,1950.0,Australia,,3198.0,31.0,Yes ,>10 to 15,4.0,2.0,6.0,27.0,4.0,0.0
7223,0,34B,30C,A ,320502.0,30.0,320202.0,30.0,321003.0,20.0,321027.0,20.0,0.0,0.0,730106.0,30.0,730102.0,40.0,730110.0,30.0,0.0,0.0,0.0,0.0,147717.0,CHIEF_INVESTIGATOR,1965.0,Great Britain,,2668.0,25.0,Yes ,>=0 to 5,0.0,10.0,2.0,1.0,0.0,0.0
581,0,176D,30G,,321201.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730208.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34177.0,CHIEF_INVESTIGATOR,1960.0,North America,,2523.0,25.0,,>=0 to 5,0.0,2.0,2.0,1.0,0.0,10.0
6341,0,4D,10A,,270299.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670402.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,933782.0,CHIEF_INVESTIGATOR,1980.0,Australia,,2523.0,25.0,Yes ,>=0 to 5,1.0,1.0,1.0,5.0,4.0,0.0
7261,1,34B,30C,A ,270402.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620301.0,70.0,620199.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,23872.0,PRINCIPAL_SUPERVISOR,1975.0,Australia,,3028.0,31.0,Yes ,>=0 to 5,0.0,0.0,0.0,7.0,1.0,1.0
7926,0,6B,30B,A ,321021.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730211.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1737.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2533.0,25.0,Yes ,>5 to 10,4.0,4.0,10.0,26.0,15.0,14.0
2250,0,2B,10A,,299904.0,30.0,290602.0,30.0,249903.0,40.0,0.0,0.0,0.0,0.0,670904.0,30.0,671403.0,40.0,680302.0,30.0,0.0,0.0,0.0,0.0,80237.0,CHIEF_INVESTIGATOR,1960.0,Australia,,3198.0,31.0,Yes ,more than 15,0.0,0.0,0.0,1.0,1.0,0.0
6167,1,4D,10A,G ,320702.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730104.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108962.0,CHIEF_INVESTIGATOR,1950.0,Australia,,2538.0,25.0,,>=0 to 5,2.0,6.0,1.0,8.0,6.0,0.0
